Ein Service des Knowledge-Hubs von Monitor Versorgungsforschung. Täglich automatisiert KI-kuratiert aus PubMed und auf Deutsch übersetzt.

Aufgenommen;Autor;Publiziert am;In PubMed seit;Journal;Jahr;Titel;Fragestellung;Ergebnis;Übertragbarkeit;PMID;PubMed-Link
2026-09-22;;;;Behav Res Ther;2026;Emotionsregulation vermittelt Symptomverbesserung bei web-basierten Essstörungsinterventionen;Zwei RCTs mit 308 Patienten mit Bulimia nervosa und Binge-Eating-Disorder untersuchten, ob Änderungen der Emotionsregulation mit Symptomverbesserung bei web-basierten kognitiv-behavioralen Selbsthilfe-Interventionen verbunden sind.;"Signifikante indirekte Pfade: Reduktion von Emotionsregulationsschwierigkeiten war mit gleichzeitigen Symptomrückgängen verbunden (standardisierte indirekte Effekte |ab| ≥ 0,10 für Bulimie und Binge-Eating); keine signifikanten Unterschiede zwischen Störungsgruppen.";Deutschland, web-basierte Selbsthilfe unabhängig vom Gesundheitssystem;42679628;https://pubmed.ncbi.nlm.nih.gov/42679628/
2026-09-21;Beaudoin M et al.;16.09.2026;16.09.2026;JMIR Ment Health;2026;Virtual-Reality-Therapie überlegen gegenüber Kognitiver Verhaltenstherapie bei therapieresistenter Schizophrenie;Randomisierte kontrollierte Studie an 136 kanadischen Patienten mit therapieresistenter Schizophrenie verglich 9 Sitzungen Virtual-Reality-Therapie gegen 9 Sitzungen CBT zur Behandlung von Stimmenhören.;"VRT zeigte signifikante Überlegenheit für Halluzinations-Schweregrad über Zeit (p=0,013; Cohen d=0,614 in Monat 3). Beide Therapien produzierten Verbesserungen, aber VRT größere Effektstärken post-Therapie (0,81) und 3 Monate später (1,17) vs. CBT (0,58 und 0,39).";"Kanada, akademisches Zentrum; technologiebasierte Psychotherapie-Innovation mit Potential für spezialisierte Versorgung.";42748056;https://pubmed.ncbi.nlm.nih.gov/42748056/
2026-09-21;Tesfaye Y et al.;04.09.2026;16.09.2026;Age Ageing;2026;Co-Design einer Delirium-Reha benennt Lücken bei Support Persons und Engagementbarrieren;Qualitatives Feedback-Projekt mit 12 Fachleuten und 4 Patienten-Erfahrungen (Australien) zur strukturellen Verbesserung des HALT-Delirium-Reha-Programms vor Pilot.;Fünf Themen identifiziert: Personalisierung und erweiterte Unterstützung, Unterstützung von Angehörigen als essentiell, Vertrauensaufbau, Barrieren-Management und verständliches Material. Feedback führte zu flexibleren Modulen, Informationen für Unterstützer und Krankenhausvernetzung.;"Australien, co-produktives Design; Methode auf deutschsprachige Rehabilitations-Programmentwicklung übertragbar.";42747823;https://pubmed.ncbi.nlm.nih.gov/42747823/
2026-09-21;Vroom EB et al.;Sept. 2026;16.09.2026;Drug Alcohol Rev;2026;Patienten und Fachleute unterstützen Medikamenten-Behandlung von Stimulanzien-Störungen, nennen aber Stigma-Barrieren;Qualitative Studie mit 20 Patienten und 20 SUD-Fachleuten (USA) untersuchte Akzeptanz, Barrieren und Anforderungen für Medikamente gegen Stimulanzien-Abhängigkeit.;Multilevel-Barrieren identifiziert, insbesondere Stigma auf Patient-, Team- und Systemebene. Empfehlungen: Provider-Training, Patient/Familie-Edukation, patientenzentrierte Versorgung und Adressierung sozialer Determinanten für besseres Engagment und Zugang.;"USA, real-world settings; Stigma-Barrieren und Implementation-Anforderungen sind länderübergreifend relevant.";42746733;https://pubmed.ncbi.nlm.nih.gov/42746733/
2026-09-21;Hafner S et al.;01.09.2026;16.09.2026;Front Public Health;2026;Digitale Tools zur Früherkennung perinatal-psychiatrischer Störungen zeigen positive Nutzererfahrung, aber fehlendes Wirksamkeitsnachweis;Systematischer Review (7 Studien) evaluierte Effektivität und Sicherheit digitaler Technologien zur Selbstidentifikation von Risiken perinataler psychischer Erkrankungen.;Nur eine Studie untersuchte Wirksamkeit (moderate Übereinstimmung mit Standard-Methoden, aber hohes Bias-Risiko). Alle sechs Nutzer-Studien zeigten positive Erfahrung. Keine Daten zu Organisationsfaktoren oder rechtlichen Hürden. Schlussfolgerung: mehr qualitativ hochwertige Wirksamkeits- und Sicherheitsforschung erforderlich.;"Österreich/Europa, Gesundheitstechnologie-Assessment; Implementierungs-Hürden für perinatale Früherkennung in deutschsprachigen Systemen relevant.";42745737;https://pubmed.ncbi.nlm.nih.gov/42745737/
2026-09-21;Zhu N et al.;14.09.2026;14.09.2026;J Med Internet Res;2026;Smartphone-Datenphänotypen unterscheiden alltägliche Lebensstile und positive Funktionsfähigkeit;Studie an 553 deutschen Erwachsenen untersuchte, ob passive Smartphone-Sensordaten Lebensstil-Profile abbilden, die mit psychischem Wohlbefinden assoziiert sind.;"Sieben Person-Level-Profile identifiziert; das physisch aktive und offline-Profil zeigte höhere positive Funktionsfähigkeit als das mobile Always-on-Social-Profil (3,94 vs. 3,61; d=0,47, 95%-KI 0,21–0,73). Andere Wohlbefinden-Dimensionen unterschieden sich nicht signifikant zwischen Profilen.";"Deutschland, repräsentative Quotenstichprobe; direkt auf deutsche Bevölkerungsmonitoringdaten übertragbar.";42735384;https://pubmed.ncbi.nlm.nih.gov/42735384/
2026-09-21;Sorkhou M et al.;25.08.2026;25.08.2026;Eur Arch Psychiatry Clin Neurosci;2026;Geschlechtsspezifische Endocannabinoid-Biomarker zeigen keine Vorhersage des Therapieansprechens auf Antidepressiva;Sekundäranalyse von 178 Depressiven aus der CAN-BIND-1-Studie (Kanada) untersuchte, ob periphere Endocannabinoid-Marker Antidepressiva-Ansprechen (Escitalopram ± Aripiprazol) nach 8 und 16 Wochen vorhersagen.;Keine signifikanten Geschlechtsunterschiede in mRNA, Methylierung oder SNPs nach Korrektur. Niedrige DAGLA-mRNA bei Männern war mit größerer Symptomverbesserung in Woche 8 assoziiert, aber nicht bei Frauen und nicht mit Ansprechen oder Remission.;"Kanada, vergleichbare Sozialversicherung; Ergebnis auf biologische Heterogenität übertragbar.";42640306;https://pubmed.ncbi.nlm.nih.gov/42640306/
2026-09-20;Luo S et al.;28.07.2026;19.09.2026;Zhong Nan Da Xue Xue Bao Yi Xue Ban;2026;Zwangsbehandlung ohne Fortschritt: Zehn Jahre nach Chinas Schutzgesetz noch 44 % ohne rechtliche Grundlage;Wiederholte Querschnittsstudie zur Änderung der nicht-freiwilligen Aufnahmeraten und der Einhaltung gesetzlicher Kriterien zehn Jahre nach Inkrafttreten des chinesischen Mentale-Gesundheit-Gesetzes 2013, das Zwangsbehandlung einschränken sollte.;Die nicht-freiwillige Aufnahmerate sank nicht (34,7 % in 2012 vs. 30,1 % in 2023, p=0,220). Unter Patienten in verschlossenen Stationen, die gegen ihren Willen aufgenommen wurden, erfüllten 44,4 % 2023 nicht die gesetzlichen Kriterien (vs. 32,9 % 2012, nach Anpassung p=0,032). Eine substanzielle Kluft zwischen Rechtsnorm und klinischer Praxis bleibt.;China - zeigt Grenzen der Legislatur ohne Implementierungskontrolle;42763303;https://pubmed.ncbi.nlm.nih.gov/42763303/
2026-09-20;Dixon K et al.;Okt. 2026;19.09.2026;Int J Ment Health Nurs;2026;Sexuelle Sicherheit in Psychiatrie: Schulung allein reicht nicht aus;Qualitative Studie zu Barrieren und Ermöglichern der Umsetzung von Maßnahmen zur sexuellen Sicherheit in australischen stationären Einheiten nach Schulungsprogramm mittels Implementierungsforschung.;Schulung verbesserte zwar die Bewusstseinslage, reichte aber nicht aus für routinemäßige Gespräche. Erforderlich: mehrstufiger Ansatz mit Rollen-Klarheit, Personalausstattung, Leitungsunterstützung, physische Umgebung und Organisationsverpflichtung.;Australien - ähnliche Governance und Sicherheitsstandards wie deutschsprachige Länder;42760860;https://pubmed.ncbi.nlm.nih.gov/42760860/
2026-09-20;Johnson D et al.;17.09.2026;17.09.2026;PLoS One;2026;Schwangerschaftsverlust im Personal: Kumulative Belastung überwältigt Resilienz;Qualitative Studie mit 20 Mitarbeitern eines britischen NHS-Vertrauens über psychische Unterstützungsbedarfe nach wiederholter beruflicher Exposition gegenüber Fehlgeburten, Totgeburten und neonatalem Tod.;Sechs Themen: Unvorbereiteheit, Tipping Point bei Resilienz, unzureichende organisationale Unterstützung trotz Wertschätzung, Abhängigkeit von informellen Netzwerken. Junior-, Fach- und Servicepersonal am stärksten betroffen. Bedarf: proaktiver multidisziplinärer Ansatz mit sichtbarer, bedarfsgerechter Unterstützung.;UK-NHS - vergleichbare Arbeitsschutzstandards und Organisationsstruktur;42752451;https://pubmed.ncbi.nlm.nih.gov/42752451/
2026-09-20;Achab S;16.09.2026;17.09.2026;Rev Med Suisse;2026;Geschlechtersensible Psychiatrie: Wirklichkeit oder Anspruch;"Narrartives Review zu Integration von Geschlechteraspekten in psychiatrische Forschung und Praxis; dargestellt am Projekt Gender*CoLaus in Lausanne.";Kerneinsicht: Geschlechtsunterschiede in psychischer Gesundheit sind nicht nur biologisch, sondern durch Geschlechterrollen, Normen, soziale Beziehungen bestimmt, die Lebensbedingungen und Zugang zu Hilfe formen. Gender*CoLaus entwickelt methodische Ansätze zur Erfassung dieser Dimensionen für präzisere und gerechtere Forschung und Praxis.;Schweiz (DACH-Region) - direkt auf deutsches System übertragbar;42750578;https://pubmed.ncbi.nlm.nih.gov/42750578/
2026-09-20;Sehabi WY et al.;2026;31.08.2026;Sante Publique;2026;Schwarze Migranten in Kanada und UK: Versorgungslücken und Stigma;Scoping Review von 19 Studien 2021–2024 zur Versorgung und Gesundheitsergebnisse schwarzer afrikanischer Migranten nach COVID-19 unter intersektionaler Perspektive in Kanada und UK.;Hohe Raten Depression, Angst, Psychose bei schwarzen Migranten verknüpft mit Strukturrassismus, kulturellem Stigma, schlechten Bedingungen. Hauptbarrieren: Misstrauen gegenüber eurozentrischen Diensten, Mangel an kulturell kompetenten Fachleuten, finanzielle Zwänge, Sprachbarrieren. Förderlich: starke Gemeinschaftsbande, religiöse und kulturell sensible Unterstützung.;Kanada, UK - verdeutlicht Versorgungsgerechtigkeit als Struktur-problem in westlichen Systemen;42675001;https://pubmed.ncbi.nlm.nih.gov/42675001/
2026-09-20;Bertoli P et al.;11.08.2026;14.08.2026;Econ Hum Biol;2026;Geschlechterstereotypen erhöhen Distress für Nonkonformisten;Experimentelle italienische Studie mit Priming von Geschlechterstereotypen in repräsentativer Bevölkerungsstichprobe zur Auswirkung auf selbstberichtete psychische Belastung.;Stereotype Priming war mit schlechterer selbstberichteter psychischer Gesundheit assoziiert, mit vergleichbaren Effekten bei beiden Geschlechtern. K-means-Clusteranalyse zeigte höchste Effekte bei Individuen, die nicht traditionellen Geschlechtserwartungen entsprachen (Nonkonformisten). Erklärt teilweise persistente Disparitäten in Depressionsdiagnosen und Suizidmorbidität.;Italien - Mechanismus der Ungleichheit, universell übertragbar;42600528;https://pubmed.ncbi.nlm.nih.gov/42600528/
2026-09-19;Ding R et al.;04.09.2026;18.09.2026;JAMA Health Forum;2026;Gemeindenahe Rehabilitation bei Schizophrenie senkt Kosten und verbessert klinische Ergebnisse;Sekundäranalyse einer Cluster-RCT aus China, die eine 12-Monate-Kohorte von 334 Patienten mit stabiler Schizophrenie verglich, die entweder eine gruppenbasierte Community-based Rehabilitation (CBR) plus Facility-Based Care (FBC) oder nur FBC erhielten.;CBR führte zu Einsparungen von 24.636–27.847 USD pro gewonnenes QALY und 20,70–46,90 USD pro Einheit Verbesserung in Symptomstärke, Sozialfunktionierung und Belastung. Die Wahrscheinlichkeit der Kostenwirksamkeit betrug 91,0–98,7 % bei akzeptierten Schwellenwerten.;China mit vergleichbarem mittlerem Einkommen, aber Modell übertragbar auf deutsche Kosten-Nutzen-Fragen.;42758489;https://pubmed.ncbi.nlm.nih.gov/42758489/
2026-09-19;Kramer U et al.;Sept. 2026;18.09.2026;Clin Psychol Psychother;2026;Psychotherapie mit Good Psychiatric Management reduziert Selbstverachtung bei Borderline-Persönlichkeitsstörung;Sekundäranalyse einer RCT mit 79 Patienten (27 mit BPD unter GPM, 23 BPD unter TAU, 29 gesunde Kontrollen), die 4 Monate Therapie erhielten und mittels Zwei-Stuhl-Dialogas außerhalb der Therapie zu Selbstkritik untersucht wurden.;Bei BPD-Patienten unter GPM sank die Intensität der beobachteten Selbstverachtung mit großem Effekt (ähnlich gesunden Kontrollen). Bei TAU mittlerer Effekt. Anteil BPD-Patienten unter GPM mit Zugang zu Selbstmitgefühl und durchsetzungsfähigem Ärger stieg an, nicht bei TAU oder Kontrollen.;Schweiz/Lausanne-Studie, DACH-System vergleichbar, GPM-Fokus auf Persönlichkeitsstörungen relevant für deutsche Kliniklandschaft.;42757906;https://pubmed.ncbi.nlm.nih.gov/42757906/
2026-09-19;Adu RA et al.;03.09.2026;18.09.2026;Front Public Health;2026;Frühe Interventionen in Psychiatrie senken Hospitalisierung und verbessern Teilhabe;Rapid Review von 11 systematischen Übersichten zu Early-Intervention-Modellen über verschiedene Diagnosen, Altersgruppen und Settings zwischen 2015 und 2025.;Early-Intervention-Psychosis-Services reduzierten Hospitalisierung, Behandlungsabbruch und Symptomatik nachweislich, verbessertn Sozial- und Berufsfunktionierung. Kosten-Effektivität gegenüber Standardversorgung bestätigt. Haupthindernisse: Stigma, fragmentierte Versorgungspfade, unzureichende Mental-Health-Literacy. Facilitatoren: Familieneinbindung, Versorgungskontinuität, flexible Leistungserbringung.;Internationale Evidenz, überwiegend aus Hocheinkommensländern, direkt anwendbar auf deutsche Versorgungsstruktur.;42755720;https://pubmed.ncbi.nlm.nih.gov/42755720/
2026-09-19;Baldo A et al.;17.09.2026;17.09.2026;Support Care Cancer;2026;Keine Mental-Health-Care erhöht Risiko von riskantem Alkoholkonsum bei Krebsüberlebenden;"Kohortenstudie aus All of Us Research Program mit 18.879 Krebsüberlebenden, von denen 5.437 (30,2 %) mindestens eine psychische Diagnose hatten; Erfassung von Zugang zu Mental Health Care und Trinkmuster (moderate Trink- und Binge-Drinking).";13,6 % überschritten moderates Trinken, 24,4 % betrieben Binge-Drinking. 5,4 % berichteten über unerfülltem Bedarf an Mental-Health-Beratung in den letzten 12 Monaten. Unerfüllter Bedarf war unabhängig assoziiert mit erhöhtem moderatem Trinken (OR 1,48, 95%-KI 1,16–1,89) und Binge-Drinking (OR 1,36, 95%-KI 1,10–1,66), auch ohne vorbestehende psychische Erkrankung.;USA-Daten, aber Versorgungslücke psychische Gesundheit → Sucht-Verhalten auch in Deutschland relevant.;42754771;https://pubmed.ncbi.nlm.nih.gov/42754771/
2026-09-19;Sarwar KM et al.;17.09.2026;17.09.2026;BMJ Open;2026;Ethische Standards für Forschung mit Erzählungen von Erfahrungen psychischer Erkrankung;Viewpoint aus 4 Fallstudien eines interdisziplinären Konsortiums (ICONIC) über Praktiken bei der Erhebung und Analyse von Erzählungen über Erfahrungen psychischer Erkrankungen, u.a. schizophrenia experiences in Äthiopien, Recovery Narratives, Poetic Transcription, Online-Peer-Support.;Identifizierte Querschnitts-Herausforderungen: Prozesse der informierten Zustimmung, ethische und rechtliche Grenzen zwischen Narrativ-Autonomie und Schutz vor Stigmatisierung, Datenschutz bei sensiblen Informationen über Dritte, Umgang mit psychischen Belastungen von Forschern. Empfehlung: Interdisziplinäre Checkliste für Forschungsdesign entwickelt.;Internationale Konsensfindung über Best Practice mit Relevanz für deutsche Psychose-Forschung und Partizipation von Betroffenen.;42754282;https://pubmed.ncbi.nlm.nih.gov/42754282/
2026-09-19;Kane JM et al.;14.09.2026;17.09.2026;J Clin Psychiatry;2026;Langzeitinjektionen und Clozapin in Frühintervention für Psychose stark unterutzt;Datenauswertung der Early Psychosis Intervention Network (EPINET) mit 16.847 Datensätzen von 5.324 Patienten aus 113 Kliniken in 8 Zentren (Sept. 2019–Juni 2024) zur Verordnungsrate von Langzeitinjektionen (LAI) und Clozapin.;"LAI-Nutzung variierte zwischen Zentren von 5,0 % bis 37,5 %, Clozapin 1,7 % bis 9,0 %; bei Kliniken von 2,4 % bis 60 % (LAI) und 0,5 % bis 33 % (Clozapin). Standardabweichungen zeigen erhebliche Variabilität auch nach Anpassung für Geschlecht, Ethnizität, Rasse. Implementierung evidence-basierter Praktiken bleibt untergenutzt.";USA-CSC-Daten, aber Frage der Unterversorgung mit evidenzbasierten Schizophrenie-Medikamenten relevant für deutsche Versorgungslücken.;42752588;https://pubmed.ncbi.nlm.nih.gov/42752588/
2026-09-18;Yıldız Karaahmet A et al.;17.09.2026;17.09.2026;Arch Womens Ment Health;2026;Psychische Belastung von Überlebenden sexueller Ausbeutung: 44 % PTBS, 50 % Depression, 52 % Angststörung;Systematische Übersicht und Metaanalyse von 18 Studien zur Prävalenz von Angststörungen, Depression, PTBS und Suizidversuchen bei Überlebenden von Menschenhandel zum Zwecke der sexuellen Ausbeutung.;"PTBS: 44,0 % (95% CI 30,3-58,7); Depression: 50,5 %; Angststörung: 52,3 %; Suizidversuche: 19,1 %. Extreme Heterogenität (I²=96,9-98,9%), Vorhersageintervalle 7,0-89,1 %. Nur 2 Studien mit verwertbaren Daten zu Inanspruchnahme, keine zur Struktur von Versorgung. Region assoziiert mit Variation bei Depression.";"Deutschland: Häufig übersehene Gruppe; breite Streuung verdeutlicht Unterschiede in Traumastärke und Nachsorgeumstände; Screening und Trauma-informierte Versorgung überall erforderlich.";42752993;https://pubmed.ncbi.nlm.nih.gov/42752993/
2026-09-18;Li S et al.;17.09.2026;17.09.2026;J Med Internet Res;2026;Virtual-Agent-Intervention (Echo App V2.0) bei Alkoholabhängigkeit reduziert Craving und Rückfallrisiko;"Randomisierte Studie mit 93 Patienten mit Alkoholabhängigkeit, die die App (10 CBT-Sitzungen à 30-45 Min) oder nur Standardbehandlung erhielten; Messung von Craving, Rückfall, Schlafqualität und wahrgenommener Stress über 3 Monate.";"Craving-Zunahme post-Entlassung in der Interventionsgruppe signifikant geringer bei T2 (β=-1,81; p=0,03) und T3 (β=-1,97; p=0,02). Rückfallquoten bei T2 signifikant niedriger (χ²=4,09; p=0,04), bei T3 kein Unterschied. Schlafqualität und wahrgenommener Stress verbesserten sich in der Interventionsgruppe. Befund sensibel gegenüber Annahmen über fehlende Daten.";China, aber Suchtversorgung mit Krankenhausaufenthalt und Nachsorge strukturell ähnlich wie deutsches Modell.;42752444;https://pubmed.ncbi.nlm.nih.gov/42752444/
2026-09-18;Zhang C et al.;17.09.2026;17.09.2026;J Int Med Res;2026;CBT-I hilft beim Absetzen von Benzodiazepinen und Z-Substanzen, aber evidenzschwach;Systematische Übersicht und Metaanalyse von 13 randomisierten Studien zu CBT-I (kognitiv-behaviorale Behandlung für Insomnie) zur Unterstützung des Absetzens von Benzodiazepin-Rezeptor-Agonisten und Z-Drogen.;"Für komplettes Absetzen: Risk Ratio 1,35 (95% CI 0,87-2,11; 6 Studien, 298 Patienten) – unsicher. Bei längster Verfolgung: RR 1,64 (95% CI 0,45-5,89; 4 Studien, 543 Patienten) – hochgradig unsicher. Insomnie-Severity-Index post-treatment niedriger mit CBT-I (MD -4,73), aber basierend auf nur 3 kleinen Studien. Keine klaren Unterschiede bei Dropout.";"Deutschland: Benzodiazepinabhängigkeit häufig; CBT-I als Verhaltenskomponente gradueller Reduktionsprogramme klinisch sinnvoll, aber hochwertigen RCTs mit Langzeitdaten und standardisierten Outcomes erforderlich.";42751933;https://pubmed.ncbi.nlm.nih.gov/42751933/
